Accession,Collection_Date,Host,Country,Subtype,Length,Isolate
XRI99928,1/27/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746148
XRI99774,1/22/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746147
XRJ00633,1/22/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746146
XRI99807,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746145
XRI99851,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746144
XRI99829,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746143
XRI99950,1/29/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746142
XRI99862,1/24/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746141
XRI99818,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746140
XRI99884,1/27/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746139
XRI99895,1/27/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746138
XRI97627,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746137
XRI97617,1/23/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746136
XRI97607,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746135
XRJ00765,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746134
XRJ00699,1/12/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746133
XRJ00721,1/23/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746132
XRJ00655,1/22/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746131
XRJ00677,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746130
XRJ00776,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746129
XRJ00754,1/27/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746128
XRJ00743,1/22/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746127
XRJ00688,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746126
XRJ00666,1/23/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746125
XRJ00710,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746124
XRJ00644,1/22/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746123
XRJ00732,1/23/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746122
XRI97605,12/31/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746121
XRI97580,12/27/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746120
XRQ51677,1/30/2025,Homo sapiens,USA,,582,EPI_ISL_19746119
XRQ51928,1/21/2025,Homo sapiens,USA,,582,EPI_ISL_19746118
XRQ51671,1/29/2025,Homo sapiens,USA,,582,EPI_ISL_19746117
XRQ51917,1/28/2025,Homo sapiens,USA,,582,EPI_ISL_19746116
XRQ52016,1/30/2025,Homo sapiens,USA,,582,EPI_ISL_19746115
XRQ51669,1/25/2025,Homo sapiens,USA,,582,EPI_ISL_19746114
XRI64924,1/23/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746109
XRI64946,1/30/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746107
XRI61900,1/29/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746105
XRI61933,2/1/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746103
XRI63792,1/28/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746101
XRI60663,1/28/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746100
XRI63825,1/30/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746099
XRI64935,1/27/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746098
XRI63814,1/30/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746097
XRI64968,1/31/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746095
XRI63803,1/28/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746093
XRI64979,2/1/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746091
XRI64957,1/30/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746089
XRI61911,1/31/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746087
XRI60654,1/16/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746086
XRI61416,1/28/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746085
XRI61592,1/15/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746084
XRI64111,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746083
XRI60647,2/2/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746082
XRI60638,1/17/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746081
XRI64594,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746080
XRI61394,1/24/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746079
XRI64122,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746078
XRI64089,1/25/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746077
XRI64561,1/10/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746076
XRI60630,1/28/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746075
XRI64627,2/3/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746074
XRI63132,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746073
XRI64572,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746072
XRI64100,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746071
XRI61614,1/15/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746070
XRI63165,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746069
XRI61383,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746068
XRI64605,1/29/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746067
XRI63143,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746066
XRI60620,1/22/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746065
XRI60611,1/28/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746064
XRI61625,1/16/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746063
XRI61405,1/28/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746062
XRI61603,1/15/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746061
XRI64583,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746060
XRI63154,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746059
XRI64616,2/2/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746058
XRI63385,12/19/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746057
XRI63396,12/26/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746056
XRI63352,12/18/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746055
XRI61570,12/26/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746054
XRI61559,12/25/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746053
XRI63374,12/19/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746052
XRI61581,12/27/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746051
XRI63363,12/18/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746050
XRI60601,1/22/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746046
XRI63220,1/8/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746045
XRI62175,1/12/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746044
XRI61471,1/13/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746043
XRI60591,1/15/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746042
XRI63209,1/8/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746041
XRI63198,1/7/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746040
XRI60582,1/9/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746039
XRI60572,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746038
XRI63946,1/13/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746037
XRI64781,12/28/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746036
XRI60564,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746035
XRI62186,1/15/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746034
XRI63572,1/9/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746033
XRI64671,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746032
XRI60554,12/31/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746031
XRI60546,1/13/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746030
XRI64770,12/26/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746029
XRI63517,1/17/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746028
XRI63704,12/21/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19746027
XRI63968,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746026
XRI60538,1/6/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746025
XRI60530,1/13/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746024
XRI63957,1/16/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746023
XRI60520,1/4/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746022
XRI63561,1/5/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746021
XRI63506,1/3/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746020
XRI63242,1/16/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746019
XRI63231,1/9/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746018
XRI65056,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746017
XRI63011,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746016
XRI63847,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746015
XRI63000,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746014
XRI60511,1/13/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746013
XRI61284,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746012
XRI62747,1/17/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746011
XRI62736,1/12/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746010
XRI61065,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746009
XRI62758,1/23/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746008
XRI63022,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746006
XRI61032,1/13/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746003
XRI61295,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19746002
XQH92593,1/25/2025,Homo sapiens,USA,,582,EPI_ISL_19746001
XQH92582,1/24/2025,Homo sapiens,USA,,582,EPI_ISL_19746000
XQH93528,1/22/2025,Homo sapiens,USA,,582,EPI_ISL_19745998
XRI61021,1/12/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745997
XQH92615,1/31/2025,Homo sapiens,USA,,582,EPI_ISL_19745996
XQH92604,1/29/2025,Homo sapiens,USA,,582,EPI_ISL_19745995
XRI64418,1/23/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745994
XQH92243,1/31/2025,Homo sapiens,USA,,582,EPI_ISL_19745993
XQH92234,1/22/2025,Homo sapiens,USA,,582,EPI_ISL_19745992
XRI60504,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745991
XQH93209,1/11/2025,Homo sapiens,USA,,582,EPI_ISL_19745990
XRI64396,1/15/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745989
XQH93231,1/16/2025,Homo sapiens,USA,,582,EPI_ISL_19745988
XQH93077,1/18/2025,Homo sapiens,USA,,582,EPI_ISL_19745987
XRI61076,1/22/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745986
XQH93220,1/13/2025,Homo sapiens,USA,,582,EPI_ISL_19745985
XRI62989,1/17/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745984
XRI60493,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745979
XRI64407,1/22/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745976
XRI63836,1/17/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745974
XRI64429,1/24/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745971
XRI61273,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745968
XRI60484,1/13/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745966
XRI63495,1/7/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745964
XRI60477,12/23/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745961
XRI64726,12/5/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745958
XRI63671,12/15/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745956
XRI60467,12/8/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745954
XRI61372,12/23/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745951
XRI62230,12/29/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745949
XQH93341,1/16/2025,Homo sapiens,USA,,582,EPI_ISL_19745948
XQH92758,1/22/2025,Homo sapiens,USA,,582,EPI_ISL_19745947
XRI60459,12/25/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745946
XQH93330,1/14/2025,Homo sapiens,USA,,582,EPI_ISL_19745945
XRI64759,12/26/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745944
XQH93308,1/13/2025,Homo sapiens,USA,,582,EPI_ISL_19745943
XQH92747,1/19/2025,Homo sapiens,USA,,582,EPI_ISL_19745942
XRI64748,12/25/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745941
XQH93143,1/9/2025,Homo sapiens,USA,,582,EPI_ISL_19745940
XRI61460,1/1/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745939
XQH93319,1/14/2025,Homo sapiens,USA,,582,EPI_ISL_19745938
XQH92725,1/3/2025,Homo sapiens,USA,,582,EPI_ISL_19745937
XRI62208,12/14/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745936
XQH92736,1/13/2025,Homo sapiens,USA,,582,EPI_ISL_19745935
XRI60449,12/19/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745934
XQH92428,1/9/2025,Homo sapiens,USA,,582,EPI_ISL_19745933
XQH92417,1/6/2025,Homo sapiens,USA,,582,EPI_ISL_19745932
XRI63935,1/6/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745931
XQH93429,1/1/2025,Homo sapiens,USA,,582,EPI_ISL_19745930
XRI63682,12/17/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745929
XQH93396,1/24/2025,Homo sapiens,USA,,582,EPI_ISL_19745928
XRI60439,12/28/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745927
XQH93044,1/14/2025,Homo sapiens,USA,,582,EPI_ISL_19745926
XQH92923,1/13/2025,Homo sapiens,USA,,582,EPI_ISL_19745925
XRI64737,12/25/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745924
XRI60430,1/8/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745922
XQH92285,1/20/2025,Homo sapiens,USA,,582,EPI_ISL_19745921
XQH93033,1/12/2025,Homo sapiens,USA,,582,EPI_ISL_19745920
XRI64078,12/31/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745919
XRI63693,12/21/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745917
XQH93066,1/14/2025,Homo sapiens,USA,,582,EPI_ISL_19745916
XQH92934,1/17/2025,Homo sapiens,USA,,582,EPI_ISL_19745915
XRI62219,12/26/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745914
XQH93055,1/14/2025,Homo sapiens,USA,,582,EPI_ISL_19745913
XRI64067,12/26/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745912
XQH93165,1/21/2025,Homo sapiens,USA,,582,EPI_ISL_19745910
XRI60420,1/8/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745909
XQH92868,1/16/2025,Homo sapiens,USA,,582,EPI_ISL_19745908
XRI60410,1/7/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745907
XQH92879,1/18/2025,Homo sapiens,USA,,582,EPI_ISL_19745906
XQH92296,1/15/2025,Homo sapiens,USA,,582,EPI_ISL_19745904
XQH92912,1/10/2025,Homo sapiens,USA,,582,EPI_ISL_19745902
XQH92956,1/23/2025,Homo sapiens,USA,,582,EPI_ISL_19745901
XRI61746,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745880
XRI62538,1/13/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745879
XRI61757,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745878
XRI61119,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745877
XRI64199,1/24/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745876
XRI62472,1/22/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745875
XRI62560,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745874
XRI61152,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745873
XRI64221,1/27/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745872
XRI64232,1/27/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745871
XRI61768,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745870
XRI62439,1/16/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745869
XRI61141,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745868
XRI62549,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745867
XRI61735,1/26/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745866
XRI62450,1/16/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745865
XRI64210,1/25/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745864
XRI61130,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745863
XRI62527,1/13/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745862
XRI62461,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745861
XRI60966,12/10/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745860
XRI62615,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745859
XRI63737,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745858
XRI62626,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745857
XRI63748,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745856
XRI62329,1/17/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745855
XRI61999,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745854
XRI62318,1/17/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745853
XRI62010,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745688
XRI62868,1/19/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745687
XRI62857,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745686
XRI62120,1/15/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745685
XRI62890,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745684
XRI61988,1/12/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745683
XRI62879,1/20/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745682
XRI62637,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745681
XRI62351,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745680
XRI61010,12/27/2024,Homo sapiens,USA,H1N1,566,EPI_ISL_19745679
XRI63726,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745678
XRI62340,1/18/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745677
XRI62098,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745676
XRI62021,1/21/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745675
XRI63715,1/8/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745674
XRI62109,1/14/2025,Homo sapiens,USA,H1N1,566,EPI_ISL_19745673
XRI87061,1/28/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745670
XRI87097,1/30/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745669
XRI87085,1/29/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745668
XRI87109,1/31/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745667
XRI82334,2/2/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745666
XRI87133,2/3/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745665
XRI87121,2/2/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745664
XRI87049,1/27/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745663
XRI82286,1/29/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745662
XRI82322,1/30/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745661
XRI85249,1/27/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745660
XRI85273,1/28/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745659
XRI87037,1/24/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745658
XRI85285,1/28/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745657
XRI82274,1/29/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745656
XRI85309,1/31/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745655
XRI87073,1/29/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745654
XRI82298,1/30/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745653
XRI85261,1/28/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745646
XRI82310,1/30/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745630
XRI85297,1/29/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745621
XRI81842,12/29/2024,Homo sapiens,USA,H3N2,566,EPI_ISL_19745611
XRI84434,1/5/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745600
XRI81818,12/27/2024,Homo sapiens,USA,H3N2,566,EPI_ISL_19745588
XRI81806,12/25/2024,Homo sapiens,USA,H3N2,566,EPI_ISL_19745576
XRI82898,1/22/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745509
XRI84770,1/21/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745503
XRI82862,1/11/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745502
XRI86845,12/28/2024,Homo sapiens,USA,H3N2,566,EPI_ISL_19745501
XRI85525,1/17/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745500
XRI81626,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745498
XRI81638,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745494
XRI84913,1/8/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745483
XRI85513,1/12/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745471
XRI80369,1/16/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745463
XRI80359,1/10/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745461
XRI84889,1/1/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745460
XRI86653,1/7/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745459
XRI86857,12/30/2024,Homo sapiens,USA,H3N2,566,EPI_ISL_19745458
XRI80349,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745456
XRI81674,1/15/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745454
XRI80338,1/9/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745452
XRI84722,1/11/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745448
XRI82886,1/21/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745447
XRI86665,1/11/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745446
XRI80327,1/10/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745445
XRI84901,1/1/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745444
XRI84937,1/17/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745443
XRI82874,1/14/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745442
XRI82850,1/4/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745441
XRI81662,1/14/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745440
XRI85537,1/21/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745439
XRI81650,1/14/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745438
XRI80317,1/11/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745437
XRI84925,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745436
XRI86641,1/1/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745435
XRI80920,1/22/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745434
XRI86353,1/23/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745433
XRI86221,1/27/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745432
XRI86161,1/12/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745431
XRI81316,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745428
XRI80932,1/22/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745426
XRI81328,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745425
XRI80848,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745424
XRI84134,1/12/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745423
XRI83738,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745422
XRI80307,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745421
XRI80297,1/22/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745420
XRI86401,1/24/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745419
XRI86365,1/23/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745418
XRI86173,1/23/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745417
XRI86377,1/23/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745416
XRI86341,1/22/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745415
XRI83750,1/19/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745414
XRI86197,1/23/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745413
XRI80908,1/20/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745412
XRI86389,1/24/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745411
XRI86209,1/26/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745410
XRI80287,1/15/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745409
XRI81340,1/19/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745407
XRI87265,1/13/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745406
XRI80278,1/13/2025,Homo sapiens,USA,H3,566,EPI_ISL_19745405
XRI84182,1/14/2025,Homo sapiens,USA,H3N2,566,EPI_ISL_19745403
